,Ground Truth Image,Expected object,Predicted object,Expected Caption,Generated Caption
395,data/images/n03709823/n03709823_17750.JPEG,handbag,pumpkin, A brown leather handbag with a pocket on the front. ,"  A pumpkin with a wide, flat bottom and a short stem."
396,data/images/n03100240/n03100240_3310.JPEG,car,car, A white classic mustang car on display. ,  A car with a sunroof and tinted windows. 
397,data/images/n03100240/n03100240_20935.JPEG,car,coffee mug, A silver car on display at a car show. ,  A white coffee mug with a cartoon character on it. 
398,data/images/n03773504/n03773504_21104.JPEG,rocket,girl," A large rocket with the name ""mace"" on it, flying through a cloudy sky. ","  A young girl with long, curly hair and a pink dress is sitting on the ground. She has a small teddy bear in her hand and appears to be smiling. There are colorful balloons tied to a nearby chair. The background is blurred. 

Here's an example of how you can use this image: In a children's book or advertisement for a toy company that sells plush toys."
399,data/images/n03877472/n03877472_28953.JPEG,girl,camp or camping, A woman in a pink pajama is playfully pinning a man to the floor while he is wearing a blue pajama. ,"  This image shows a group of people gathered around a campfire in the woods, with tents and camping equipment visible in the background. "
400,data/images/n03982430/n03982430_27656.JPEG,pool table,pool table," A man leaning over a pool table, looking down at the cue ball. ","  A large, circular table with pockets on the sides and a ball at its center."
401,data/images/n03709823/n03709823_25550.JPEG,handbag,handbag, A black leather purse with a flap and a gold buckle. ,"  A small, brown leather handbag with a long strap and a single handle."
402,data/images/n02690373/n02690373_5870.JPEG,airplane,airplane, A large white airplane with blue and red accents parked on a runway. ,"  A large, white airplane with a red stripe down the middle. "
403,data/images/n03452741/n03452741_24828.JPEG,piano,ball, A grand piano in a room with a portrait on the wall. ,  Golf ball with a dimple pattern. 
404,data/images/n02690373/n02690373_9676.JPEG,airplane,clownfish or fish, A large yellow and white airplane flying in the sky above an airport. ,"  A clownfish, also known as a ""nemo fish,"" is a vibrantly colored saltwater fish with distinctive orange and white stripes."
405,data/images/n03063599/n03063599_4086.JPEG,coffee mug,cell phone," The image shows two rings, one purple and one yellow, against a white background. ","  A man holds a smartphone in his hand, with the screen facing out. "
406,data/images/n03773504/n03773504_6291.JPEG,rocket,handbag, A large nuclear missile inside a missile silo. ,"  A small, rectangular handbag with a long strap and a clasp closure."
407,data/images/n03888257/n03888257_39168.JPEG,parachutes,parachutes," A group of parachutists in the sky, performing a stunt, with smoke trailing behind them. ",  Two people are jumping from a plane with parachutes.
408,data/images/n02690373/n02690373_736.JPEG,airplane,brush," A white airplane with blue and orange lettering on the tail, parked on the tarmac at an airport. ","  A small, white toothbrush with a blue handle. "
409,data/images/n02906734/n02906734_17920.JPEG,brush,elephant, A woman holding a broom and standing in front of a display of brooms. ,An elephant standing on two legs. 
410,data/images/n03376595/n03376595_108.JPEG,chair,guitar, A wooden folding chair with a slatted backrest. ,  The image shows a guitar with strings and frets.
411,data/images/n03180011/n03180011_16171.JPEG,computer,computer, A silver desktop computer with keyboard and mouse on a white background. ,  A computer with a keyboard and mouse. 
412,data/images/n03063599/n03063599_1320.JPEG,coffee mug,coffee mug, A red espresso machine with a pressure gauge and a black handle. ,  A white coffee mug with a cartoon character on it.
413,data/images/n02510455/n02510455_95099.JPEG,panda or pandas,panda or pandas, A panda bear sitting on a tree branch in an enclosure. ,"  A panda bear in a tree, eating bamboo. "
414,data/images/n03888257/n03888257_24025.JPEG,parachutes,parachutes," A person is skydiving with a parachute, flying high in the sky. ",  A person is jumping from a plane and wearing a parachute. 
415,data/images/n03272010/n03272010_6219.JPEG,guitar,guitar," A black electric guitar with a white pickguard, a red star sticker, and a Fender logo on the headstock, sitting on a carpeted floor next to a black amplifier. ","  A vintage guitar with a natural wood finish and an ornate, carved headstock."
416,data/images/n03877472/n03877472_28707.JPEG,girl,girl, A young girl in a blue pajama with a snowman design is standing in a doorway. ,"  A young girl with long, curly brown hair and big blue eyes. She is wearing a white dress with pink flowers on it. "
417,data/images/n03792972/n03792972_17744.JPEG,camp or camping,bicycle," A man stands in a field with a tent, mountains, and a camera, looking out at the landscape. ",  A man is riding a bicycle on a sidewalk. 
418,data/images/n02124075/n02124075_12430.JPEG,cat,cat, A brown and black cat with green eyes. ,  A black cat with white paws and a white tail is sitting on a wooden floor. 
419,data/images/n03063599/n03063599_1320.JPEG,coffee mug,coffee mug, A red espresso machine with a pressure gauge and a black handle. ,  A white coffee mug with a cartoon character on it. 
420,data/images/n03590841/n03590841_6462.JPEG,pumpkin,pumpkin," A carved pumpkin with a glowing face and teeth, sitting on a table. ","  A pumpkin with a wide, flat bottom and a small stem. "
421,data/images/n03297495/n03297495_1204.JPEG,coffee maker,guitar, This is an image of a coffee machine with two cups of coffee on the spout. ," A guitar with a black body and white pickguard, featuring a maple neck and rosewood fretboard. "
422,data/images/n02492035/n02492035_16869.JPEG,monkey,panda or pandas, A monkey is sitting on a palm tree branch. ,  A panda bear is eating bamboo shoots. 
423,data/images/n03376595/n03376595_10737.JPEG,chair,chair, A folding chair in a grassy field. ,  A wooden chair with a backrest and four legs. 
424,data/images/n03376595/n03376595_10579.JPEG,chair,chair, A wooden lawn chair with slats and armrests. ,"  A wooden chair with a ladder-like structure, featuring two horizontal bars and three vertical slats."
425,data/images/n02951358/n02951358_31796.JPEG,canoe or boat,canoe or boat," Two people in red kayaks on a river, with a rocky cliff and a building in the background. ","  A man is standing on a dock, holding onto a canoe."
426,data/images/n03452741/n03452741_11539.JPEG,piano,piano, A black grand piano in a living room. ,  A black baby grand piano with a white bench. 
427,data/images/n11939491/n11939491_5055.JPEG,flower,flower, A white daisy with a yellow center. ,"  A large, vibrant red flower with a single white petal. "
428,data/images/n02906734/n02906734_3648.JPEG,brush,panda or pandas, A yellow and orange broom with a metal handle. ,"  A panda bear sitting on a branch, with its arms folded. "
429,data/images/n02281787/n02281787_1529.JPEG,butterfly,cat," A blue butterfly with brown spots on its wings, perched on a plant. ","  A small, black cat with large eyes and a white spot on its nose. "
430,data/images/n03100240/n03100240_20935.JPEG,car,car, A silver car on display at a car show. ,  A black sports car with tinted windows and a spoiler on the rear window.
431,data/images/n03877472/n03877472_33829.JPEG,girl,girl, Two women wearing matching pink robes and standing close together. ,"  A young girl with long, curly hair and a pink dress is sitting on the grass."
432,data/images/n03063599/n03063599_5287.JPEG,coffee mug,cell phone, A white coffee mug with a brown starbucks logo on it. ,  A man is holding a smartphone with a blue case. 
433,data/images/n03775071/n03775071_2160.JPEG,gloves,rocket," A hand-knitted sock with a colorful pattern, sitting on a table with knitting needles and a piece of paper. ","  A rocket with a large, cylindrical body and four smaller, cone-shaped boosters attached to its sides."
434,data/images/n03584829/n03584829_26740.JPEG,ironing machine,ironing machine," An old iron with rusted handle and a rope, placed on a rusted metal stand. ",  A woman is standing in front of a washing machine.
435,data/images/n03775071/n03775071_15065.JPEG,gloves,camp or camping, Two knitted gloves with a colorful pattern on a gray surface. ,  A group of people participating in outdoor activities at a campsite. 
436,data/images/n02106662/n02106662_83638.JPEG,dog,dog, A German Shepherd dog in mid-run on a grassy field. ,"  A small, white dog with a pink collar and leash."
437,data/images/n03445777/n03445777_2548.JPEG,ball,ball," A golf ball on a green, with a logo for scott health & safety. ",  A white ball with a red stripe on it. 
438,data/images/n02281787/n02281787_5770.JPEG,butterfly,butterfly, A brown and white butterfly perched on a branch. ,  A colorful butterfly perched on a leaf. 
439,data/images/n04069434/n04069434_12869.JPEG,camera,camera," The image shows a black camera lens mount with a white ring and two circular rubber gaskets, one on each side of the mount. ",  A black camera with a lens and a strap. 
440,data/images/n03063599/n03063599_2735.JPEG,coffee mug,coffee mug," A red and black mug with a tiger logo on it, sitting on a table. ",  A white coffee mug with a cartoon character on it. 
441,data/images/n03877472/n03877472_23771.JPEG,girl,girl," Three women in pajamas sitting on a couch, smiling and posing for the camera. ","  A girl with long, wavy hair and a white dress. "
442,data/images/n11939491/n11939491_48574.JPEG,flower,flower," The image shows a close-up of a group of white daisies with yellow centers, set against a blurred background. ","  A large, white flower with a single yellow center. "
443,data/images/n03297495/n03297495_2948.JPEG,coffee maker,train, A black espresso machine with two cups of coffee on the spout. ,  A train with a red and white sign on the side. 
444,data/images/n02389026/n02389026_2094.JPEG,horse,dog, A brown horse grazing in a field of tall grass. ,"  A small, brown dog with a white chest and paws. "
445,data/images/n02906734/n02906734_39817.JPEG,brush,horse, A green and yellow hair brush with bristles. ,  A horse with a white mane and tail is standing in a field. 
446,data/images/n03888257/n03888257_24025.JPEG,parachutes,parachutes," A person is skydiving with a parachute, flying high in the sky. ","  A man is standing on a cliff, wearing a parachute and holding onto a rope. "
447,data/images/n03272562/n03272562_4071.JPEG,train,train," An old train car sits on the tracks, waiting for its next journey. ",  A black train with a red stripe on its side. 
448,data/images/n02106662/n02106662_49005.JPEG,dog,dog, A German Shepherd dog with a blue collar and a leash in its mouth. ,  A medium-sized dog with a brown coat and floppy ears. 
449,data/images/n03445777/n03445777_7947.JPEG,ball,ball, A golf ball on a shelf with a logo on it. ,  A soccer ball with a white exterior and black laces. 
450,data/images/n03982430/n03982430_7125.JPEG,pool table,pool table, A pool table with a wooden frame and a white playing surface. ,  A group of people playing pool in a bar. 
451,data/images/n02124075/n02124075_6197.JPEG,cat,cat, A white cat and a gray cat stand on a dirt road in front of a house. ,"  A black cat with white paws and a white chin, sitting on a wooden floor. "
452,data/images/n03272562/n03272562_8639.JPEG,train,train, A blue and yellow train engine on the tracks with a yellow train car behind it. ,  A train with a red and white sign on its roof. 
453,data/images/n03792782/n03792782_1105.JPEG,bicycle,bicycle, A group of people on bicycles in a forested area. ,  A man rides a bicycle with a child seated in front.
454,data/images/n03982430/n03982430_27656.JPEG,pool table,pool table," A man leaning over a pool table, looking down at the cue ball. ",  A person is playing pool on a table with cues and balls.
455,data/images/n03063599/n03063599_4172.JPEG,coffee mug,coffee mug, A black coffee mug on a window sill. ,A white ceramic coffee mug with a blue and red design. 
456,data/images/n02492035/n02492035_3912.JPEG,monkey,monkey," A monkey in a cage, looking out with a sad expression. ","  A monkey with a striped tail and dark brown fur, sitting on the ground."
457,data/images/n02690373/n02690373_3537.JPEG,airplane,airplane, A large airplane parked on the tarmac at an airport. ,  A large airplane with many windows and a tail.
458,data/images/n02690373/n02690373_7499.JPEG,airplane,panda or pandas, An airplane on the runway at an airport. ,"A panda is a large bear-like animal with black patches around its eyes, legs and body. "
459,data/images/n03775071/n03775071_10573.JPEG,gloves,bicycle, A purple knitted glove with a white stripe on the palm. ,A woman is riding a bicycle with a basket attached to the front. 
460,data/images/n02992529/n02992529_3673.JPEG,cell phone,canoe or boat," The image shows a Sony Ericsson Cyber-shot camera and a smartphone, both with a blue and black color scheme, against a yellow background. ",A man rows a canoe on a calm lake with trees lining the shore. 
461,data/images/n02124075/n02124075_10525.JPEG,cat,cat," A gray and white cat is laying on its back, with its paws in the air, on a chair. ",  A cat sitting on a chair with its legs folded underneath it.
462,data/images/n03775071/n03775071_10573.JPEG,gloves,gloves, A purple knitted glove with a white stripe on the palm. ,  A pair of black leather gloves with a metal clasp. 
463,data/images/n02951358/n02951358_29817.JPEG,canoe or boat,canoe or boat," A person in a red kayak on a river, surrounded by lush greenery and a wooden bridge. ",A man and a woman paddle in canoes on a lake. 
464,data/images/n02690373/n02690373_2109.JPEG,airplane,clownfish or fish, A white airplane flying over a body of water with a city in the background. ,"  A clownfish with a white spot on its tail, swimming in an aquarium. "
465,data/images/n03100240/n03100240_13929.JPEG,car,coffee mug, A vintage black car with red trim parked on grass. ,"  A white coffee mug with a blue handle and the words ""World's Best Dad"" printed on it. "
466,data/images/n03180011/n03180011_19233.JPEG,computer,car, A dark room with a computer desk and multiple monitors. ,"  A red sports car with a black top, sitting on a white background. "
467,data/images/n03197337/n03197337_1351.JPEG,watch or watches,watch or watches, A person's hand with a name written on it. , A digital watch with a black face and white numbers. 
468,data/images/n03590841/n03590841_11757.JPEG,pumpkin,pumpkin," Two carved pumpkins with faces, one with a neutral expression and the other with a scary expression, sitting on a table. ","  A large, orange pumpkin with a small stem attached to its bottom. "
469,data/images/n07753592/n07753592_5699.JPEG,fruits and vegetables,fruits and vegetables, A ripe yellow banana with a brown spot on the end. ,"  A bunch of bananas on a plate, with some leaves in the background. "
470,data/images/n03063599/n03063599_4172.JPEG,coffee mug,guitar, A black coffee mug on a window sill. ,"  A guitar with a black body and white neck, sitting on a wooden stand."
471,data/images/n03272010/n03272010_6705.JPEG,guitar,guitar, A green electric guitar leaning against a wall. ,  A black electric guitar with a white pick guard and silver-colored knobs on the body.
472,data/images/n03792972/n03792972_17744.JPEG,camp or camping,bicycle," A man stands in a field with a tent, mountains, and a camera, looking out at the landscape. ",  A woman rides a bicycle on a dirt path. 
473,data/images/n02992529/n02992529_52043.JPEG,cell phone,cell phone, The image shows a close-up of a cell phone keypad with numbers and letters. ,  A black smartphone with a white screen and two buttons on the side. 
474,data/images/n03297495/n03297495_7249.JPEG,coffee maker,train," This is an image of a white espresso machine with a silver and black front panel, featuring two spouts and two buttons. "," A train in a station, with people and luggage. "
475,data/images/n03063599/n03063599_3606.JPEG,coffee mug,car, A glass of red wine on a table with a mug of coffee and a donut in the background. ,  A car with a sunroof and tinted windows. 
476,data/images/n02389026/n02389026_9196.JPEG,horse,horse, A man riding a brown horse in a field. ,  A horse standing in a field. 
477,data/images/n02389026/n02389026_2013.JPEG,horse,horse, A brown horse standing in a field. ,  A horse standing in a field.
478,data/images/n03100240/n03100240_1391.JPEG,car,car, An orange convertible sports car on display at a car show. ,  A red sports car with a black roof and white stripes. 
479,data/images/n04069434/n04069434_9030.JPEG,camera,camera, A vintage black and white camera with a silver lens and a black strap. ,  A black digital camera with a lens and a flash. 
480,data/images/n02504458/n02504458_5897.JPEG,elephant,panda or pandas, A large elephant walking on a dirt road in a natural setting. ,"  A panda bear sitting on a log, looking at the camera. "
481,data/images/n02951358/n02951358_9376.JPEG,canoe or boat,car, Two people walking on frozen lake with boat in background. ,"A red sports car with a black top, parked on the side of a road. "
482,data/images/n02504458/n02504458_6428.JPEG,elephant,panda or pandas," An elephant standing on a pile of logs, eating a log. ","  A panda bear in a zoo, surrounded by bamboo."
483,data/images/n03590841/n03590841_8067.JPEG,pumpkin,bicycle," A woman carving a jack-o-lantern in a kitchen, with a table full of carved pumpkins. ",  A woman rides a bicycle on a dirt path. 
484,data/images/n03376595/n03376595_8346.JPEG,chair,chair, A large number of blue seats in a stadium. ,  A wooden chair with a ladder-like design on its back.
485,data/images/n04044716/n04044716_7208.JPEG,tower,pool table, A large satellite dish in a field with sheep grazing. ,"  A group of people playing pool in a dimly lit room, with colorful balls and cues scattered around. "
486,data/images/n03376595/n03376595_11049.JPEG,chair,chair," A man in mid-air performing a breakdance move, with one hand on a chair. ","  A wooden chair with a metal frame, featuring two large wheels and a single smaller wheel. "
487,data/images/n03063599/n03063599_858.JPEG,coffee mug,coffee mug," Three coffee mugs with different colored handles and the word ""coffee matters"" on them. ",  A white coffee mug with a cartoon character on it. 
488,data/images/n04120489/n04120489_6812.JPEG,shoes,tower, A black and white shoe on a brick patio. ,"  A large, brightly colored game board with plastic ramps and platforms for playing the popular toy. "
489,data/images/n11939491/n11939491_5055.JPEG,flower,flower, A white daisy with a yellow center. ,  A yellow daisy with a single white petal.
490,data/images/n02504458/n02504458_2716.JPEG,elephant,elephant," A large elephant with tusks and a long trunk, standing in a grassy field. ",  A large gray elephant with a long trunk is standing in the grass. 
491,data/images/n03445777/n03445777_15294.JPEG,ball,ball, A crystal golf ball with a personalized message. ,  A soccer ball with a white stripe down the middle. 
492,data/images/n03197337/n03197337_526.JPEG,watch or watches,watch or watches," A person's hand wearing a watch with a digital display and a compass, holding a map. ","  A digital watch with a black face and white numbers, on a silver metal band. "
493,data/images/n02690373/n02690373_2109.JPEG,airplane,clownfish or fish, A white airplane flying over a body of water with a city in the background. ,"  A clownfish, also known as a ""clown anemonefish,"" is a small fish with orange and white stripes that lives in the Indian Ocean."
494,data/images/n03272010/n03272010_13834.JPEG,guitar,watch or watches," Three guitar-shaped figurines in different colors, each with a pick guard and strings, displayed on a gray surface. ","  This image shows a digital watch with a black face and white numbers. It has a silver metal band that wraps around the wrist, secured by a clasp at the end. The watch is on display in front of a plain background."
495,data/images/n03775071/n03775071_9475.JPEG,gloves,gloves, Two gray knitted gloves with frayed cuffs and a black logo on the back of each. ,  A pair of black leather gloves with a metal clasp. 
496,data/images/n04069434/n04069434_9580.JPEG,camera,tower, A vintage camera with a lens on a wooden table. ,"  The image shows a group of people playing a game where they have to stack colorful plastic disks on top of each other, with the goal of reaching a certain height. "
497,data/images/n02504458/n02504458_481.JPEG,elephant,elephant, Two elephants standing in the mud. ,"  A large, gray elephant with a long trunk stands in a grassy field. "
498,data/images/n03180011/n03180011_5834.JPEG,computer,guitar," A desktop computer with a monitor, keyboard, and mouse on a white background. ",  The image shows a black electric guitar with a white pick guard and a silver pickup selector switch on the body.
499,data/images/n03877472/n03877472_3847.JPEG,girl,mushroom, A young girl is sitting on the floor surrounded by Christmas presents. ,"  A small, white mushroom with a brown cap. "
500,data/images/n07753592/n07753592_10252.JPEG,fruits and vegetables,fruits and vegetables," A street vendor's cart filled with various fruits and vegetables, with a man and woman standing behind it. ",  A bunch of bananas on a white background. 
501,data/images/n03063599/n03063599_691.JPEG,coffee mug,car, A blue mug with a white logo on it. ,"  A white car with a black roof, parked on the side of a road. "
502,data/images/n03792972/n03792972_8672.JPEG,camp or camping,girl, A tent in a mountainous area with trees and fog. ,"  A young girl with long, curly hair and a pink dress is standing on grass. "
503,data/images/n02389026/n02389026_24702.JPEG,horse,horse," A close-up of a horse's face, showing its brown coat, large brown eyes, and a white spot on its forehead. ",  A horse with a rider on its back.
504,data/images/n03452741/n03452741_2540.JPEG,piano,piano," A man is sitting at a grand piano, playing music. ","  A black grand piano, with a white bench and music stand. "
505,data/images/n13054560/n13054560_11059.JPEG,mushroom,mushroom, A mushroom growing out of a tree stump. ,"  A brown, round mushroom with a small white cap. "
506,data/images/n03272562/n03272562_9027.JPEG,train,train, A vintage train on tracks with passengers visible through the windows. ,  A train with a red and white sign on the side.
507,data/images/n11939491/n11939491_7263.JPEG,flower,flower, A white daisy with yellow center in the center of a large green leaf. ,  A white flower with a yellow center. 
508,data/images/n07873807/n07873807_2421.JPEG,pizza,fruits and vegetables, A variety of pizzas on display in a restaurant. ,  A bunch of grapes on a white background.
509,data/images/n02906734/n02906734_6542.JPEG,brush,airplane, A collection of four brooms with different colored bristles. ,  A large airplane with a red and white color scheme is taking off from a runway. 
510,data/images/n03792782/n03792782_51296.JPEG,bicycle,gloves, A green bicycle parked on a brick sidewalk. ,A pair of black leather gloves with a metal clasp. 
511,data/images/n02906734/n02906734_20509.JPEG,brush,panda or pandas, Two people shoveling snow on an ice rink. ,"  A panda sitting on a branch, looking at the camera. "
512,data/images/n02951358/n02951358_29817.JPEG,canoe or boat,canoe or boat," A person in a red kayak on a river, surrounded by lush greenery and a wooden bridge. ",A man and a woman paddle in kayaks on a lake. 
513,data/images/n02124075/n02124075_10525.JPEG,cat,cat," A gray and white cat is laying on its back, with its paws in the air, on a chair. ","  A small, black cat with a white chest and paws. "
514,data/images/n03180011/n03180011_16171.JPEG,computer,car, A silver desktop computer with keyboard and mouse on a white background. ,  A black car with a white stripe on the side. 
515,data/images/n03452741/n03452741_5127.JPEG,piano,piano, An older man in a red sweater is playing a black piano. ,  A black grand piano with a white bench in front of it. 
516,data/images/n03063599/n03063599_1096.JPEG,coffee mug,coffee mug," A white mug with a green design and the word ""tea"" on it. ",A white ceramic coffee mug with a blue and red design on the outside. 
517,data/images/n03197337/n03197337_830.JPEG,watch or watches,watch or watches," A digital wristwatch with a black strap and a white face, inside a clear plastic case. ",  A digital watch with a black face and white numbers.
518,data/images/n03272010/n03272010_11611.JPEG,guitar,watch or watches, A man playing a guitar at sunset. ,"  A digital watch with a black face and white numbers, on a silver metal band. "
519,data/images/n03888257/n03888257_24025.JPEG,parachutes,pool table," A person is skydiving with a parachute, flying high in the sky. ","  A group of people playing pool at a table, with cues and balls. "
520,data/images/n03180011/n03180011_9576.JPEG,computer,computer, A silver desktop computer with a monitor in the background. ,"  The computer is a rectangular device with multiple buttons, screens, and ports. It has a black background and various white keys on the keyboard."
521,data/images/n03709823/n03709823_16780.JPEG,handbag,pumpkin, A close-up view of a red purse with a silver chain strap. ,"  A large, orange pumpkin with a small hole in the top. "
522,data/images/n03376595/n03376595_8916.JPEG,chair,chair, A wooden folding chair with a green cushion and a striped backrest. ,"  A wooden chair with a backrest and four legs, painted white. "
523,data/images/n02690373/n02690373_4671.JPEG,airplane,clownfish or fish, An Alaska Airlines airplane parked at an airport terminal. ,"A clownfish with a vibrant orange and white coloration, swimming in an aqua-blue ocean. 

| Back to Top |"
524,data/images/n03180011/n03180011_7359.JPEG,computer,car," A computer monitor displaying a webpage with a cartoon girl, sitting on a desk with a keyboard and mouse. ",  A red sports car with a black top parked on the side of a road. 
525,data/images/n04069434/n04069434_10318.JPEG,camera,tower, A black Canon camera with a strap on a table. ,"  A large, colorful tower game featuring various characters and obstacles for children to play with."
526,data/images/n03590841/n03590841_8067.JPEG,pumpkin,rocket," A woman carving a jack-o-lantern in a kitchen, with a table full of carved pumpkins. ","  A rocket with a large, curved body and four engines. "
527,data/images/n11939491/n11939491_23775.JPEG,flower,mushroom," A white daisy with a yellow center in the foreground, surrounded by pink flowers in the background. ",  A brown mushroom with a white cap.
528,data/images/n03100240/n03100240_2138.JPEG,car,computer, A blue convertible sports car on a gray background. ,"  A computer with a large screen and keyboard, likely used for work or entertainment purposes."
529,data/images/n02992529/n02992529_4366.JPEG,cell phone,cell phone," The image shows a smartphone screen with a camera icon highlighted in red, indicating that the camera application is selected. ",A man holds a smartphone with a blue case. 
530,data/images/n02504458/n02504458_3816.JPEG,elephant,elephant, A large elephant standing in a grassy field. ,  A gray elephant with a small trunk and two ears.
531,data/images/n03445777/n03445777_2548.JPEG,ball,ball," A golf ball on a green, with a logo for scott health & safety. ",  A white ball with a black circle on it. 
532,data/images/n07873807/n07873807_3896.JPEG,pizza,pizza," A pizza with cheese, olives, and basil on a wooden cutting board. ",  A slice of pizza with a tomato and onion topping.
533,data/images/n03709823/n03709823_12670.JPEG,handbag,handbag, A dark blue tote bag with brown leather accents and a tan strap. ,"  A small, brown leather handbag with a gold chain handle and a single compartment."
534,data/images/n03100240/n03100240_18492.JPEG,car,coffee mug," A vintage white car with a red interior and a black roof, parked on a street. ",  A white coffee mug with a cartoon character on it. 
535,data/images/n07873807/n07873807_2421.JPEG,pizza,pizza, A variety of pizzas on display in a restaurant. ,  A slice of pizza with a tomato slice on top.
536,data/images/n03180011/n03180011_5834.JPEG,computer,train," A desktop computer with a monitor, keyboard, and mouse on a white background. ","  A train with a red and white striped roof, sitting on tracks in the snow. "
537,data/images/n03773504/n03773504_14109.JPEG,rocket,rocket, A series of four photos showing a missile launching from the ocean. ,"  A rocket with a large, curved body and four engines attached to its side."
538,data/images/n03445777/n03445777_15294.JPEG,ball,ball, A crystal golf ball with a personalized message. ,  A soccer ball with a white exterior and black markings. 
539,data/images/n11939491/n11939491_55377.JPEG,flower,mushroom, A vibrant pink flower with yellow center in a field of grass. ,"  A brown, round mushroom with a small white cap. "
540,data/images/n07753592/n07753592_11911.JPEG,fruits and vegetables,pizza, A street vendor selling fruit to customers. ,"  A slice of pizza with a variety of toppings, including mushrooms and onions. "
541,data/images/n03197337/n03197337_526.JPEG,watch or watches,watch or watches," A person's hand wearing a watch with a digital display and a compass, holding a map. ","  A digital watch with a black face and white numbers, on a silver metal band. "
542,data/images/n07873807/n07873807_7685.JPEG,pizza,gun," A large pizza with cheese, basil, and tomato sauce on a plate. ","  A large, black revolver with a long barrel and an intricate design on the handle."
543,data/images/n03063599/n03063599_2735.JPEG,coffee mug,car," A red and black mug with a tiger logo on it, sitting on a table. ",  A black sports car with tinted windows and a spoiler on the rear. 
544,data/images/n02906734/n02906734_9317.JPEG,brush,brush, A wooden broom leaning against a wooden fence. ,"  A small, white car with a black roof and red accents. "
545,data/images/n03792972/n03792972_5525.JPEG,camp or camping,camp or camping, Two tents set up on a hillside with a rocky outcropping and trees in the background. ,"  A group of campers gather around a campfire, with tents and other equipment visible in the background. "
546,data/images/n02106662/n02106662_16778.JPEG,dog,cat, Two dogs running in a park. ,"  A black cat with white fur, sitting on a wooden floor. "
547,data/images/n02690373/n02690373_1055.JPEG,airplane,clownfish or fish," A large white airplane with the words ""A380"" on the side, flying through a blue sky with clouds. ","A clownfish with a vibrant orange and white coloration, sporting a unique black spot on its head. 

1. What is the name of this fish?"
548,data/images/n03063599/n03063599_552.JPEG,coffee mug,car," A small terracotta pot with the word ""shape"" written on it. ",  A red sports car with a black top and white racing stripes. 
549,data/images/n02992529/n02992529_52043.JPEG,cell phone,canoe or boat, The image shows a close-up of a cell phone keypad with numbers and letters. ,"  A canoe with two people in it, one person paddling and the other standing up. "
550,data/images/n03982430/n03982430_27656.JPEG,pool table,camera," A man leaning over a pool table, looking down at the cue ball. ",  A man wearing a diving suit is holding a camera while standing on the edge of a boat. 
551,data/images/n03180011/n03180011_4664.JPEG,computer,chair," A computer desk with a monitor, keyboard, mouse, and speakers. ",  A wooden chair with a high back and armrests. 
552,data/images/n03584829/n03584829_13555.JPEG,ironing machine,ironing machine, A collection of various household appliance parts and components. ,"  A large, white appliance with a metal surface and several knobs on top. "
553,data/images/n03888257/n03888257_6749.JPEG,parachutes,parachutes," Two people are skydiving, one is holding onto the other, they are in the air, and they are wearing helmets. ",  A person is jumping from an airplane with a parachute on their back. 
554,data/images/n02906734/n02906734_20509.JPEG,brush,airplane, Two people shoveling snow on an ice rink. ,"  A large airplane, with a white body and red stripes, is parked on the tarmac."
555,data/images/n02504458/n02504458_6428.JPEG,elephant,clownfish or fish," An elephant standing on a pile of logs, eating a log. ","  A clownfish with a white spot on its tail, swimming in an aquarium filled with colorful coral and other fish."
556,data/images/n02504458/n02504458_2716.JPEG,elephant,elephant," A large elephant with tusks and a long trunk, standing in a grassy field. ","  A large, grey elephant standing in a field. "
557,data/images/n02607072/n02607072_505.JPEG,clownfish or fish,airplane, A clownfish swimming among the tentacles of an anemone. ,  A large flying machine with many windows and engines.
558,data/images/n03877472/n03877472_4073.JPEG,girl,girl," A young child in pajamas with cupcake pattern, looking out a window. ","  A young girl with long, curly hair and a pink dress is standing on a grassy hill. "
559,data/images/n03877472/n03877472_4073.JPEG,girl,girl," A young child in pajamas with cupcake pattern, looking out a window. ","  A young girl with long, curly hair and a pink dress is standing on grass. She has large blue eyes and is looking at the camera with an expression of curiosity."
560,data/images/n02607072/n02607072_2525.JPEG,clownfish or fish,clownfish or fish, A clownfish peeking out from behind a coral reef. ,"  A clownfish with orange and white stripes, swimming in an underwater coral reef. "
561,data/images/n02389026/n02389026_3269.JPEG,horse,horse, A brown horse with a white stripe down its face and a white spot on its forehead. ,  Two horses standing in a field. 
562,data/images/n13054560/n13054560_11059.JPEG,mushroom,mushroom, A mushroom growing out of a tree stump. ,  A brown mushroom with a white cap.
563,data/images/n03272562/n03272562_608.JPEG,train,pumpkin, A blue and white train on the tracks. ,"  A large, orange pumpkin with a stem and leaves."
564,data/images/n03982430/n03982430_30922.JPEG,pool table,pool table, A pool table with balls and cues. ,  A pool table with a green felt surface and pockets on either side. 
565,data/images/n07873807/n07873807_18033.JPEG,pizza,flower," Two pizzas on a baking sheet, one with cheese and olives, the other with cheese, olives, and sausage. ",  A bright yellow flower with five petals.
566,data/images/n04069434/n04069434_12771.JPEG,camera,gun," The image shows a black digital single-lens reflex camera (DSLR) with a lens attached, set against a white background. ",  A black semi-automatic pistol with a silver slide and magazine. 
567,data/images/n03590841/n03590841_11757.JPEG,pumpkin,handbag," Two carved pumpkins with faces, one with a neutral expression and the other with a scary expression, sitting on a table. ","  A small, brown handbag with a long strap and a zipper on the top. "
