,Ground Truth Image,Expected object,Predicted object,Expected Caption,Generated Caption
456,data/images/n02492035/n02492035_3912.JPEG,monkey,monkey," A monkey in a cage, looking out with a sad expression. ","  A monkey with a white face and tail, sitting on a tree branch."
457,data/images/n02690373/n02690373_3537.JPEG,airplane,airplane, A large airplane parked on the tarmac at an airport. ,"  A large, white airplane with a red stripe on its body. "
458,data/images/n02690373/n02690373_7499.JPEG,airplane,elephant, An airplane on the runway at an airport. ,  A large gray elephant with a small baby elephant standing next to it. 
459,data/images/n03775071/n03775071_10573.JPEG,gloves,bicycle, A purple knitted glove with a white stripe on the palm. ,"  A bicycle with a basket and fenders, parked next to a building. "
460,data/images/n02992529/n02992529_3673.JPEG,cell phone,canoe or boat," The image shows a Sony Ericsson Cyber-shot camera and a smartphone, both with a blue and black color scheme, against a yellow background. ","  A man is standing on a dock, holding an oar and looking at the canoe."
461,data/images/n02124075/n02124075_10525.JPEG,cat,cat," A gray and white cat is laying on its back, with its paws in the air, on a chair. ","  A cat sitting on a rug, with its paws crossed and looking at the camera. "
462,data/images/n03775071/n03775071_10573.JPEG,gloves,gloves, A purple knitted glove with a white stripe on the palm. ,  A pair of gloves with a black and white striped design. 
463,data/images/n02951358/n02951358_29817.JPEG,canoe or boat,canoe or boat," A person in a red kayak on a river, surrounded by lush greenery and a wooden bridge. ",  A man and a woman paddle a canoe on a calm lake.
464,data/images/n02690373/n02690373_2109.JPEG,airplane,clownfish or fish, A white airplane flying over a body of water with a city in the background. ,  A clownfish with a white spot on its tail. 
465,data/images/n03100240/n03100240_13929.JPEG,car,cell phone, A vintage black car with red trim parked on grass. ,"  A small, white cellphone with a blue screen and a camera lens on the back. "
466,data/images/n03180011/n03180011_19233.JPEG,computer,car, A dark room with a computer desk and multiple monitors. ,  A red sports car parked on a street. 
467,data/images/n03197337/n03197337_1351.JPEG,watch or watches,watch or watches, A person's hand with a name written on it. ,  A black watch with a white face and silver-colored band.
468,data/images/n03590841/n03590841_11757.JPEG,pumpkin,pumpkin," Two carved pumpkins with faces, one with a neutral expression and the other with a scary expression, sitting on a table. ","  A carved pumpkin with a face on it, wearing glasses and a hat. "
469,data/images/n07753592/n07753592_5699.JPEG,fruits and vegetables,fruits and vegetables, A ripe yellow banana with a brown spot on the end. ,"  A large bunch of bananas, with a few ripe ones on the top. "
470,data/images/n03063599/n03063599_4172.JPEG,coffee mug,coffee mug, A black coffee mug on a window sill. ,  A white ceramic coffee mug with a blue and red design on the front. 
471,data/images/n03272010/n03272010_6705.JPEG,guitar,computer, A green electric guitar leaning against a wall. ,"  A desktop computer with a monitor, keyboard, and mouse. "
472,data/images/n03792972/n03792972_17744.JPEG,camp or camping,bicycle," A man stands in a field with a tent, mountains, and a camera, looking out at the landscape. ",  A man is riding a bicycle with his dog on the back. 
473,data/images/n02992529/n02992529_52043.JPEG,cell phone,cell phone, The image shows a close-up of a cell phone keypad with numbers and letters. ,  A black cell phone with a white screen and buttons. 
474,data/images/n03297495/n03297495_7249.JPEG,coffee maker,coffee maker," This is an image of a white espresso machine with a silver and black front panel, featuring two spouts and two buttons. ","  A small, black espresso machine with a glass carafe and metal handle. "
475,data/images/n03063599/n03063599_3606.JPEG,coffee mug,car, A glass of red wine on a table with a mug of coffee and a donut in the background. ,  A red sports car parked on a dirt road with trees in the background.
476,data/images/n02389026/n02389026_9196.JPEG,horse,horse, A man riding a brown horse in a field. ,"  A horse with a white stripe on its face, standing in a field."
477,data/images/n02389026/n02389026_2013.JPEG,horse,horse, A brown horse standing in a field. ,  A brown horse with a white mane and tail stands in a field next to a wooden fence.
478,data/images/n03100240/n03100240_1391.JPEG,car,car, An orange convertible sports car on display at a car show. ,  A red sports car parked on a street. 
479,data/images/n04069434/n04069434_9030.JPEG,camera,camera, A vintage black and white camera with a silver lens and a black strap. ,"  A vintage camera with a large lens and a black body, surrounded by various accessories such as straps, filters, and lenses. "
480,data/images/n02504458/n02504458_5897.JPEG,elephant,panda or pandas, A large elephant walking on a dirt road in a natural setting. ,"  A panda bear sitting on a tree branch, looking at the camera. "
481,data/images/n02951358/n02951358_9376.JPEG,canoe or boat,car, Two people walking on frozen lake with boat in background. ,  A red sports car parked on a street. 
482,data/images/n02504458/n02504458_6428.JPEG,elephant,panda or pandas," An elephant standing on a pile of logs, eating a log. ","  A panda bear is sitting on a tree branch, looking at the camera. "
483,data/images/n03590841/n03590841_8067.JPEG,pumpkin,bicycle," A woman carving a jack-o-lantern in a kitchen, with a table full of carved pumpkins. ",  A man is riding a bicycle on a road. 
484,data/images/n03376595/n03376595_8346.JPEG,chair,chair, A large number of blue seats in a stadium. ,"  A wooden armchair with a high backrest and armrests, featuring intricate carvings on the edges. "
485,data/images/n04044716/n04044716_7208.JPEG,tower,pool table, A large satellite dish in a field with sheep grazing. ,"  A large, rectangular pool table with a green felt surface and multiple cues."
486,data/images/n03376595/n03376595_11049.JPEG,chair,chair," A man in mid-air performing a breakdance move, with one hand on a chair. ",  A blue and white striped chair with a wooden backrest.
487,data/images/n03063599/n03063599_858.JPEG,coffee mug,coffee mug," Three coffee mugs with different colored handles and the word ""coffee matters"" on them. ","  A white ceramic mug with a blue and red design, containing a single espresso shot."
488,data/images/n04120489/n04120489_6812.JPEG,shoes,tower, A black and white shoe on a brick patio. ,"  A large, white television tower with a red cross on top."
489,data/images/n11939491/n11939491_5055.JPEG,flower,flower, A white daisy with a yellow center. ,  A bright yellow flower with a dark brown center.
490,data/images/n02504458/n02504458_2716.JPEG,elephant,elephant," A large elephant with tusks and a long trunk, standing in a grassy field. ",  An elephant standing in a river. 
491,data/images/n03445777/n03445777_15294.JPEG,ball,ball, A crystal golf ball with a personalized message. ,  A white ball with a red stripe sits on a green surface. 
492,data/images/n03197337/n03197337_526.JPEG,watch or watches,watch or watches," A person's hand wearing a watch with a digital display and a compass, holding a map. ",  A black watch with a white face and silver accents. 
493,data/images/n02690373/n02690373_2109.JPEG,airplane,airplane, A white airplane flying over a body of water with a city in the background. ,  A small airplane with a red and white color scheme is parked on the tarmac.
494,data/images/n03272010/n03272010_13834.JPEG,guitar,watch or watches," Three guitar-shaped figurines in different colors, each with a pick guard and strings, displayed on a gray surface. ",  A black digital watch with a white face and numbers.
495,data/images/n03775071/n03775071_9475.JPEG,gloves,gloves, Two gray knitted gloves with frayed cuffs and a black logo on the back of each. ,  A pair of black leather gloves with a white stripe on the back. 
496,data/images/n04069434/n04069434_9580.JPEG,camera,tower, A vintage camera with a lens on a wooden table. ,"  A large, white television tower with a red cross on top. "
497,data/images/n02504458/n02504458_481.JPEG,elephant,elephant, Two elephants standing in the mud. ,  A large gray elephant with a small trunk and tusks stands in a grassy field. 
498,data/images/n03180011/n03180011_5834.JPEG,computer,guitar," A desktop computer with a monitor, keyboard, and mouse on a white background. ","  A man holding a guitar with colorful lights on it, sitting in front of a dark stage. "
499,data/images/n03877472/n03877472_3847.JPEG,girl,girl, A young girl is sitting on the floor surrounded by Christmas presents. ,"  A young girl wearing a pink hoodie and blue jeans, sitting on a wooden bench with her hands in her lap. "
500,data/images/n07753592/n07753592_10252.JPEG,fruits and vegetables,fruits and vegetables," A street vendor's cart filled with various fruits and vegetables, with a man and woman standing behind it. ","  A ripe peach with a fuzzy texture, surrounded by lush greenery."
501,data/images/n03063599/n03063599_691.JPEG,coffee mug,car, A blue mug with a white logo on it. ,  A red sports car parked on a dirt road. 
502,data/images/n03792972/n03792972_8672.JPEG,camp or camping,girl, A tent in a mountainous area with trees and fog. ,  A young girl wearing a pink dress and holding a stuffed animal gazes at the camera. 
503,data/images/n02389026/n02389026_24702.JPEG,horse,horse," A close-up of a horse's face, showing its brown coat, large brown eyes, and a white spot on its forehead. ","  A white horse with a black mane and tail, standing in a field. "
504,data/images/n03452741/n03452741_2540.JPEG,piano,piano," A man is sitting at a grand piano, playing music. ",  A grand piano in a concert hall with an audience seated around it. 
505,data/images/n13054560/n13054560_11059.JPEG,mushroom,mushroom, A mushroom growing out of a tree stump. ,"  A large, white mushroom with a red cap."
506,data/images/n03272562/n03272562_9027.JPEG,train,train, A vintage train on tracks with passengers visible through the windows. ,  A man is riding a train with his bicycle.
507,data/images/n11939491/n11939491_7263.JPEG,flower,flower, A white daisy with yellow center in the center of a large green leaf. ,  Disco ball with a flower. 
508,data/images/n07873807/n07873807_2421.JPEG,pizza,fruits and vegetables, A variety of pizzas on display in a restaurant. ,"  A ripe, red apple on a wooden cutting board."
509,data/images/n02906734/n02906734_6542.JPEG,brush,airplane, A collection of four brooms with different colored bristles. ,  A small airplane with a red and white color scheme is parked on the tarmac. 
510,data/images/n03792782/n03792782_51296.JPEG,bicycle,gloves, A green bicycle parked on a brick sidewalk. ,  A pair of black leather gloves with a white stripe on the back.
511,data/images/n02906734/n02906734_20509.JPEG,brush,panda or pandas, Two people shoveling snow on an ice rink. ,"  A large, black-and-white panda bear sitting on a log."
512,data/images/n02951358/n02951358_29817.JPEG,canoe or boat,canoe or boat," A person in a red kayak on a river, surrounded by lush greenery and a wooden bridge. ","  A group of people on a canoe, paddling through the water."
513,data/images/n02124075/n02124075_10525.JPEG,cat,cat," A gray and white cat is laying on its back, with its paws in the air, on a chair. ","  A small, gray cat with a white spot on its chest. "
514,data/images/n03180011/n03180011_16171.JPEG,computer,car, A silver desktop computer with keyboard and mouse on a white background. ,  A red sports car with a black top parked on the side of a road.
515,data/images/n03452741/n03452741_5127.JPEG,piano,piano, An older man in a red sweater is playing a black piano. ,  A grand piano in a room with high ceilings and large windows.
516,data/images/n03063599/n03063599_1096.JPEG,coffee mug,coffee mug," A white mug with a green design and the word ""tea"" on it. ","  A white ceramic mug with a blue and red design, featuring the words ""World's Best"" in black letters. "
517,data/images/n03197337/n03197337_830.JPEG,watch or watches,watch or watches," A digital wristwatch with a black strap and a white face, inside a clear plastic case. ",  A silver watch with a black band and white numbers on the face.
518,data/images/n03272010/n03272010_11611.JPEG,guitar,watch or watches, A man playing a guitar at sunset. ,  A digital watch with a black face and white numbers.
519,data/images/n03888257/n03888257_24025.JPEG,parachutes,pool table," A person is skydiving with a parachute, flying high in the sky. ",  A man is playing pool with a white cue stick in front of a green table.
520,data/images/n03180011/n03180011_9576.JPEG,computer,computer, A silver desktop computer with a monitor in the background. ,"  A desktop computer with a monitor, keyboard, and mouse. "
521,data/images/n03709823/n03709823_16780.JPEG,handbag,rocket, A close-up view of a red purse with a silver chain strap. ,"  A large, colorful rocket with a long tail and multiple fins."
522,data/images/n03376595/n03376595_8916.JPEG,chair,chair, A wooden folding chair with a green cushion and a striped backrest. , A blue and white striped chair with a wooden base. 
523,data/images/n02690373/n02690373_4671.JPEG,airplane,clownfish or fish, An Alaska Airlines airplane parked at an airport terminal. ,  A clownfish swims near a colorful anemone in the ocean.
524,data/images/n03180011/n03180011_7359.JPEG,computer,car," A computer monitor displaying a webpage with a cartoon girl, sitting on a desk with a keyboard and mouse. ",  A red sports car with a black top parked on the side of a road.
525,data/images/n04069434/n04069434_10318.JPEG,camera,tower, A black Canon camera with a strap on a table. ,"  A man is standing in front of a large, white television screen with a camera mounted on top."
526,data/images/n03590841/n03590841_8067.JPEG,pumpkin,rocket," A woman carving a jack-o-lantern in a kitchen, with a table full of carved pumpkins. ","  A large, white rocket with a red stripe and blue accents sits on a launch pad. "
527,data/images/n11939491/n11939491_23775.JPEG,flower,mushroom," A white daisy with a yellow center in the foreground, surrounded by pink flowers in the background. ","  A large, white mushroom with a red cap and small green stems."
528,data/images/n03100240/n03100240_2138.JPEG,car,computer, A blue convertible sports car on a gray background. ,"  A desktop computer with a monitor, keyboard, and mouse. "
529,data/images/n02992529/n02992529_4366.JPEG,cell phone,canoe or boat," The image shows a smartphone screen with a camera icon highlighted in red, indicating that the camera application is selected. ","  A small, inflatable boat with a single person on board."
530,data/images/n02504458/n02504458_3816.JPEG,elephant,elephant, A large elephant standing in a grassy field. ,  A large gray elephant with a white stripe on its back is standing in a grassy field. 
531,data/images/n03445777/n03445777_2548.JPEG,ball,ball," A golf ball on a green, with a logo for scott health & safety. ","  A golf ball with a dimple on it, resting on a green grass surface. "
532,data/images/n07873807/n07873807_3896.JPEG,pizza,pizza," A pizza with cheese, olives, and basil on a wooden cutting board. ",  A slice of pizza with a tomato and basil topping.
533,data/images/n03709823/n03709823_12670.JPEG,handbag,handbag, A dark blue tote bag with brown leather accents and a tan strap. ,"  A black leather handbag with a gold-colored chain and clasp, hanging from the top of the bag."
534,data/images/n03100240/n03100240_18492.JPEG,car,coffee mug," A vintage white car with a red interior and a black roof, parked on a street. ","  A white plastic cup with a blue and red design on the outside, featuring a cartoon character in the center. "
535,data/images/n07873807/n07873807_2421.JPEG,pizza,pizza, A variety of pizzas on display in a restaurant. ,"  A large, round pizza with a variety of toppings."
536,data/images/n03180011/n03180011_5834.JPEG,computer,train," A desktop computer with a monitor, keyboard, and mouse on a white background. ",  A man is riding a bicycle on a grassy track with his dog running alongside him. 
537,data/images/n03773504/n03773504_14109.JPEG,rocket,girl, A series of four photos showing a missile launching from the ocean. ,"  A girl wearing a red and white striped shirt, blue jeans, and black shoes stands in front of a brick wall with graffiti. "
538,data/images/n03445777/n03445777_15294.JPEG,ball,ball, A crystal golf ball with a personalized message. ,"  A golf ball on a green, surrounded by sand traps and trees. "
539,data/images/n11939491/n11939491_55377.JPEG,flower,mushroom, A vibrant pink flower with yellow center in a field of grass. ,"  A large, white mushroom with a red cap. "
540,data/images/n07753592/n07753592_11911.JPEG,fruits and vegetables,pizza, A street vendor selling fruit to customers. ,"  A large, round pizza with a variety of toppings and cheese. "
541,data/images/n03197337/n03197337_526.JPEG,watch or watches,watch or watches," A person's hand wearing a watch with a digital display and a compass, holding a map. ",  A black digital watch with a white face and hands.
542,data/images/n07873807/n07873807_7685.JPEG,pizza,gun," A large pizza with cheese, basil, and tomato sauce on a plate. ","  A black and silver revolver with a wooden handle, mounted on a stand."
543,data/images/n03063599/n03063599_2735.JPEG,coffee mug,coffee mug," A red and black mug with a tiger logo on it, sitting on a table. ",  A white coffee mug with a blue and red design on the outside.
544,data/images/n02906734/n02906734_9317.JPEG,brush,brush, A wooden broom leaning against a wooden fence. ,  A toothbrush with a handle. 
545,data/images/n03792972/n03792972_5525.JPEG,camp or camping,camp or camping, Two tents set up on a hillside with a rocky outcropping and trees in the background. ,"  A group of campers sitting around a campfire, enjoying each other's company and roasting marshmallows."
546,data/images/n02106662/n02106662_16778.JPEG,dog,dog, Two dogs running in a park. ,"  A dog wearing a hat and sunglasses, sitting on a couch. "
547,data/images/n02690373/n02690373_1055.JPEG,airplane,airplane," A large white airplane with the words ""A380"" on the side, flying through a blue sky with clouds. ",  A small airplane with a red tail and white body is parked on the tarmac. 
548,data/images/n03063599/n03063599_552.JPEG,coffee mug,coffee mug," A small terracotta pot with the word ""shape"" written on it. ","  A white ceramic coffee mug with a blue and red design, featuring the words ""World's Best Dad"" written on it. "
549,data/images/n02992529/n02992529_52043.JPEG,cell phone,canoe or boat, The image shows a close-up of a cell phone keypad with numbers and letters. ,"  A small, inflatable boat with a single person sitting inside."
550,data/images/n03982430/n03982430_27656.JPEG,pool table,tower," A man leaning over a pool table, looking down at the cue ball. ","  A large, white tower with a red cross on its side. "
551,data/images/n03180011/n03180011_4664.JPEG,computer,chair," A computer desk with a monitor, keyboard, mouse, and speakers. ",  A wooden chair with a striped cushion. 
552,data/images/n03584829/n03584829_13555.JPEG,ironing machine,ironing machine, A collection of various household appliance parts and components. ,  A white ironing machine with a steam nozzle on top. 
553,data/images/n03888257/n03888257_6749.JPEG,parachutes,parachutes," Two people are skydiving, one is holding onto the other, they are in the air, and they are wearing helmets. ",  A person is jumping out of an airplane with a parachute.
554,data/images/n02906734/n02906734_20509.JPEG,brush,airplane, Two people shoveling snow on an ice rink. ,"  A large, white airplane with a red stripe on its tail."
555,data/images/n02504458/n02504458_6428.JPEG,elephant,clownfish or fish," An elephant standing on a pile of logs, eating a log. ","  A clownfish with orange and white stripes, swimming in an anemone. "
556,data/images/n02504458/n02504458_2716.JPEG,elephant,elephant," A large elephant with tusks and a long trunk, standing in a grassy field. ","  A large, gray elephant with a small trunk is standing in a grassy field. "
557,data/images/n02607072/n02607072_505.JPEG,clownfish or fish,airplane, A clownfish swimming among the tentacles of an anemone. ,  A jumbo jet airplane with a blue sky backdrop. 
558,data/images/n03877472/n03877472_4073.JPEG,girl,girl," A young child in pajamas with cupcake pattern, looking out a window. ","  A young girl wearing a pink hooded jacket and blue jeans, standing in front of a white wall with colorful graffiti."
559,data/images/n03877472/n03877472_4073.JPEG,girl,girl," A young child in pajamas with cupcake pattern, looking out a window. ","  A young girl wearing a pink hoodie, blue jeans, and white sneakers stands in front of a brick wall with graffiti. "
560,data/images/n02607072/n02607072_2525.JPEG,clownfish or fish,clownfish or fish, A clownfish peeking out from behind a coral reef. ,  A clownfish swims near a rock in the ocean. 
561,data/images/n02389026/n02389026_3269.JPEG,horse,horse, A brown horse with a white stripe down its face and a white spot on its forehead. ,  A horse with a white mane and tail stands in a field.
562,data/images/n13054560/n13054560_11059.JPEG,mushroom,mushroom, A mushroom growing out of a tree stump. ,  The image shows a large mushroom with multiple stems and a brown cap. 
563,data/images/n03272562/n03272562_608.JPEG,train,pumpkin, A blue and white train on the tracks. ,  A pumpkin-shaped ice cream scoop on a wooden stand. 
564,data/images/n03982430/n03982430_30922.JPEG,pool table,pool table, A pool table with balls and cues. ,  A man is playing pool with a friend in a dimly lit room.
565,data/images/n07873807/n07873807_18033.JPEG,pizza,flower," Two pizzas on a baking sheet, one with cheese and olives, the other with cheese, olives, and sausage. ",  A colorful bouquet of flowers. 
566,data/images/n04069434/n04069434_12771.JPEG,camera,gun," The image shows a black digital single-lens reflex camera (DSLR) with a lens attached, set against a white background. ",  A vintage-looking revolver with a wooden grip and metal barrel. 
567,data/images/n03590841/n03590841_11757.JPEG,pumpkin,handbag," Two carved pumpkins with faces, one with a neutral expression and the other with a scary expression, sitting on a table. ",  A black leather handbag with a gold chain and clasp. 
568,data/images/n11939491/n11939491_4441.JPEG,flower,flower," Three flowers with red, yellow, and white petals in a vase. ",  A single white daisy with yellow center in the middle of a green field. 
569,data/images/n02906734/n02906734_23744.JPEG,brush,brush, A group of people playing a game of broomball in an indoor rink. ,  A toothbrush with a handle and bristles. 
570,data/images/n03376595/n03376595_10579.JPEG,chair,chair, A wooden lawn chair with slats and armrests. ,"  A blue and white folding chair with a metal frame, designed for easy storage. "
571,data/images/n03452741/n03452741_1177.JPEG,piano,ball," A small, handmade piano with a black felt lid and a brown felt seat. ",  A white golf ball with a red stripe on it. 
572,data/images/n03100240/n03100240_2138.JPEG,car,cell phone, A blue convertible sports car on a gray background. ,"  A man is sitting on a bench, holding a cell phone in his hand."
573,data/images/n03792782/n03792782_1105.JPEG,bicycle,bicycle, A group of people on bicycles in a forested area. ,  A woman is riding a bicycle with her child on the back seat. 
574,data/images/n03063599/n03063599_3890.JPEG,coffee mug,cell phone, A hand holding a mug with a blue background and a handprint design. ,"  A small, white phone with a screen and buttons."
575,data/images/n02992529/n02992529_35743.JPEG,cell phone,cell phone, A cell phone displaying a text message with the date and time. ,"  A small, white cell phone with a black screen and buttons."
576,data/images/n03773504/n03773504_8896.JPEG,rocket,rocket, A white missile on display in a museum. ,  A rocket with a large payload attached to its side.
577,data/images/n03180011/n03180011_19233.JPEG,computer,coffee maker, A dark room with a computer desk and multiple monitors. ,"  A white and black coffee maker with a glass carafe, drip tray, and cord. "
578,data/images/n03445777/n03445777_15294.JPEG,ball,ball, A crystal golf ball with a personalized message. ,  A golf ball with a bright orange color and black laces.
579,data/images/n03376595/n03376595_108.JPEG,chair,guitar, A wooden folding chair with a slatted backrest. ,  A black electric guitar with a white pickguard and silver-colored knobs. 
580,data/images/n03709823/n03709823_18874.JPEG,handbag,rocket, A blue and white bag with a square design on it. ,"  A large, white rocket with a red and blue tail sits on the ground next to a building."
581,data/images/n03376595/n03376595_3835.JPEG,chair,chair," Two wooden lounge chairs with slats, one leaning against the other. ",  A wooden chair with a striped cushion and a metal leg. 
582,data/images/n11939491/n11939491_55377.JPEG,flower,mushroom, A vibrant pink flower with yellow center in a field of grass. ,"  A small, white mushroom with a brown cap and stem. "
583,data/images/n03445777/n03445777_2493.JPEG,ball,shoes, A green plastic basket filled with golf balls on a golf course. ,  A pair of white sneakers with black laces and a red sole. 
584,data/images/n03180011/n03180011_16171.JPEG,computer,guitar, A silver desktop computer with keyboard and mouse on a white background. ,  A man is playing a guitar with his left hand while holding a microphone in his right hand. 
585,data/images/n03775071/n03775071_794.JPEG,gloves,bicycle," A red stocking with a white penguin inside, sitting on a green and white patterned surface. ",  A man is riding a bicycle on a dirt road. 
586,data/images/n02504458/n02504458_4080.JPEG,elephant,panda or pandas, A group of elephants with their tusks interlocked. ,"  A panda bear sitting on a branch, with its front paws resting on the trunk of a tree. "
587,data/images/n02951358/n02951358_30776.JPEG,canoe or boat,canoe or boat, A group of people in kayaks on the ocean. ,  A man is standing on a dock with his canoe.
588,data/images/n03792782/n03792782_757.JPEG,bicycle,bicycle, A woman riding a bicycle on a trail. ,  A man is riding a bicycle on a dirt road. 
589,data/images/n03888257/n03888257_24025.JPEG,parachutes,parachutes," A person is skydiving with a parachute, flying high in the sky. ",  A man is jumping out of a plane while holding a parachute.
590,data/images/n02492035/n02492035_24294.JPEG,monkey,horse," Two monkeys in a tree enclosure, one grooming the other. ","  A horse with a white stripe on its face and neck, standing in a field."
591,data/images/n03888257/n03888257_6749.JPEG,parachutes,parachutes," Two people are skydiving, one is holding onto the other, they are in the air, and they are wearing helmets. ",  A man is jumping out of a plane while wearing a parachute.
592,data/images/n02951358/n02951358_7348.JPEG,canoe or boat,cell phone, A painting of a man and his dog in a canoe on a lake at sunset. ,"  A small, white phone with a blue screen and buttons. "
593,data/images/n02951358/n02951358_30776.JPEG,canoe or boat,canoe or boat, A group of people in kayaks on the ocean. ,"  A small, inflatable boat with a single person on board."
594,data/images/n03180011/n03180011_4664.JPEG,computer,cell phone," A computer desk with a monitor, keyboard, mouse, and speakers. ",  A black cell phone with a white screen and buttons. 
595,data/images/n03792972/n03792972_8672.JPEG,camp or camping,camp or camping, A tent in a mountainous area with trees and fog. ,  A group of campers setting up their tents in a picturesque mountain meadow. 
596,data/images/n03792972/n03792972_474.JPEG,camp or camping,camp or camping, A dog sitting next to a tent on a city street. ,  A group of campers setting up their tents in a mountainous landscape.
597,data/images/n11939491/n11939491_4441.JPEG,flower,mushroom," Three flowers with red, yellow, and white petals in a vase. ","  A large, white mushroom with a brown cap and stem. "
598,data/images/n13054560/n13054560_8062.JPEG,mushroom,mushroom, A white plate with sliced mushrooms. ,  A mushroom with a brown cap and white underside. 
599,data/images/n02124075/n02124075_57.JPEG,cat,cat, A small kitten with yellow eyes and a spotted coat is sitting on a carpeted floor. ,"  A small, white and brown cat with large eyes sits on a wooden surface. "
600,data/images/n03376595/n03376595_10579.JPEG,chair,chair, A wooden lawn chair with slats and armrests. ,"  A wooden chair with a cushion and metal legs, surrounded by greenery. "
601,data/images/n02607072/n02607072_304.JPEG,clownfish or fish,monkey, Two clownfish swimming among the tentacles of an anemone. ,  A monkey wearing a backpack. 
602,data/images/n11939491/n11939491_16390.JPEG,flower,flower," The image features a single white daisy with a yellow center, surrounded by green foliage. ",  A single white flower with a yellow center. 
603,data/images/n02992529/n02992529_35743.JPEG,cell phone,coffee mug, A cell phone displaying a text message with the date and time. ,  A white ceramic coffee mug with a blue and red design of a cartoon character. 
604,data/images/n04120489/n04120489_3979.JPEG,shoes,fruits and vegetables," The image shows a close-up of a Nike running shoe with the word ""RUNNING"" visible on the side. ","  A bunch of grapes, blueberries, and strawberries on a white background."
605,data/images/n02951358/n02951358_33850.JPEG,canoe or boat,coffee mug, A man in a yellow helmet is kayaking down a river. ,"  A white ceramic coffee mug with a blue and red striped handle, featuring the words ""World's Best Mom"" in black letters. "
606,data/images/n04069434/n04069434_17439.JPEG,camera,tower, A person taking a selfie with a camera. ,"  A large, white satellite dish with a red cross painted on it."
607,data/images/n11939491/n11939491_4441.JPEG,flower,mushroom," Three flowers with red, yellow, and white petals in a vase. ","  A white mushroom with a brown cap and stem, growing in the forest. "
608,data/images/n13054560/n13054560_11059.JPEG,mushroom,mushroom, A mushroom growing out of a tree stump. ,"  A white mushroom with a brown cap and stem, growing in the forest. "
609,data/images/n03376595/n03376595_3835.JPEG,chair,bicycle," Two wooden lounge chairs with slats, one leaning against the other. ",  A man is riding a bicycle on a road. 
610,data/images/n03982430/n03982430_13651.JPEG,pool table,pool table, A pool table with red balls and a black cue ball. ,  A man is playing pool with a white cue stick and a black ball.
611,data/images/n03180011/n03180011_4854.JPEG,computer,guitar," A computer desk with a monitor, keyboard, mouse, and a lamp. ",  A man holding a guitar with colorful lights on the body. 
612,data/images/n04086273/n04086273_26142.JPEG,gun,gun," This is an image of a vintage firearm, specifically a revolver, with a wooden grip and a metal barrel. The firearm is displayed against a wooden background. ",  A black revolver with a wooden handle and metal parts. 
613,data/images/n03180011/n03180011_5279.JPEG,computer,cell phone," A man sitting at a computer desk, working on a computer. ","  A small, white cell phone with a black screen and a silver case."
614,data/images/n03590841/n03590841_1053.JPEG,pumpkin,handbag," A carved pumpkin with a face and a smaller carved pumpkin with a face, both sitting on a table with leaves around them. ",  A black leather handbag with a gold chain handle and a large silver clasp.
615,data/images/n03452741/n03452741_1177.JPEG,piano,piano," A small, handmade piano with a black felt lid and a brown felt seat. ",  A grand piano in a dimly lit room.
616,data/images/n03180011/n03180011_5834.JPEG,computer,car," A desktop computer with a monitor, keyboard, and mouse on a white background. ",  A red sports car with a white stripe on the hood.
617,data/images/n07873807/n07873807_8875.JPEG,pizza,mushroom, A slice of pizza with mushrooms and spinach on a white plate. ,"  A small, round mushroom with a white cap and brown stalk."
618,data/images/n03709823/n03709823_14136.JPEG,handbag,handbag," A small, colorful, child's tote bag with a cartoon character on it, sitting on a wooden floor. ",  A black leather handbag with a gold-colored chain and clasp.
619,data/images/n03775071/n03775071_9475.JPEG,gloves,gloves, Two gray knitted gloves with frayed cuffs and a black logo on the back of each. ,  A pair of black leather gloves with a white stripe on the back. 
620,data/images/n03773504/n03773504_8896.JPEG,rocket,rocket, A white missile on display in a museum. ,  A rocket with a large payload attached to its top. 
621,data/images/n02951358/n02951358_6087.JPEG,canoe or boat,canoe or boat, A green canoe on a rocky shoreline. ,"  A small, inflatable boat with a single person inside."
622,data/images/n13054560/n13054560_4449.JPEG,mushroom,mushroom, A mushroom growing in the wilderness. ,"  A single, small mushroom growing on a wooden surface. "
623,data/images/n02690373/n02690373_5870.JPEG,airplane,airplane, A large white airplane with blue and red accents parked on a runway. ,  A small airplane with a red tail and white body. 
624,data/images/n04044716/n04044716_14882.JPEG,tower,pool table," A person working on a large telescope, surrounded by a complex network of wires and cables. ",  A man is playing pool with a striped ball.
625,data/images/n03197337/n03197337_1351.JPEG,watch or watches,train, A person's hand with a name written on it. ,"  A train with a red and white striped roof, sitting on a platform at a railway station."
626,data/images/n13054560/n13054560_8062.JPEG,mushroom,mushroom, A white plate with sliced mushrooms. ,  The image shows a mushroom with dirt and debris around it. 
627,data/images/n03709823/n03709823_24745.JPEG,handbag,handbag, A pink duffel bag with a white logo on it. ,"  A black leather handbag with a gold chain and clasp, hanging from the handle of an elevator door."
628,data/images/n03792972/n03792972_5525.JPEG,camp or camping,camp or camping, Two tents set up on a hillside with a rocky outcropping and trees in the background. ,  A group of campers enjoying a bonfire by the lake. 
629,data/images/n03297495/n03297495_1447.JPEG,coffee maker,coffee maker, A vintage metal hand juicer on a table. ,"  A black and silver coffee maker with a glass carafe, drip tray, and cord."
630,data/images/n11939491/n11939491_5055.JPEG,flower,mushroom, A white daisy with a yellow center. ,  A white mushroom with a brown cap and stem. 
